,text
154, thunder sound made slapping migh ty arms challenge eyes turned direction saw enter crowd made way awed silence godlike youth light power seemed emanate looked proudly round cast negligent salute drona kripa strode arjuna brothers unaware bitter irony fate
155, common blood faced one another kama karna addressed arjuna voice deep rumbling thunder “ arjuna shall show greater skill displayed ” drona ’ leave karna lover battle duplicated arjun feats careless ease great duryodhana exultation threw arms round karna “
156, welcome thou mighty arms good fortune sent us kingdom kurus command said karna “ karn grateful king two things seek ——yo ur love single combat partha duryodhana clasped karna bosom “ prosperity thine enjoy love flooded duryodhana ’ heart even blazing wrat
157,h fill arjuna felt affront ed glaring fiercely karna stood stately amountain peak receiving greetings kaurava brothers said “ karna slain thou shalt presently go hell appointed intrude uninvited prate unbidden karna laughed scorn “ arena open arjuna alone 
158,might sanction sovereignty law based use mere talk weapon weak shoot arrows instead words thus challenged arjuna drona ’ permission hastily embraced brothers stood ready combat karna taking leave kuru brothers confronted weapon hand though divine parents h
159,eroes sought enco urage offspring witness fateful battle indra lord thunderclouds bhaskara infinite rays simultaneously appeared heavens saw karna kunti knew first born fainted away vidura instructe maid servant attend upon revived stood stupefied anguish 
160,knowing join battle kripa well versed rules single combat stepped addressed karna “ prince ready light thee son pritha pandu scion kuru race revea mighty armed thy paren tage race rendered illustrious thy birth knowing thy lineage partha fight thee high bo
161,rn princes engage single combat unknown adventurers ” heard words karna bent head like lotus weight rain water duryodhana stood said “ combat take place merely karna prince easily remedied crown karna king anga ” obtained assent bhishma dhritarashtra perfo
162,rmed necessary rites invested karna sovereignty kingdom anga giving crown jewels otherroyal insignia moment combat youthful heroes seemed commence old charioteer adhiratha foster father karna entered assembly staff hand quaking fear sooner see karna newly 
163,crowned king anga bowed head humble obeisance filial reverence old man called son embraced thin trembling arms wept joy wetting tears love head already moistened water coronation sight bhima roared laughter said “ son charioteer take driving whip befits th
164,y parentage thou art worth death hands arjuna shouldst thou reign anga king ” outrageous speech karna ’ lips trembled anguish speechlessly looked setting sun deep sigh duryodhana broke indignantly “ unworthy vrikodara speak thus valour hall mark kshatriya 
165,much sense tracing great heroes mighty rivers sources could give hundreds instances great men humble birth —and know awkward questions might asked origin look warrio r godlike form bearing armour earrings skill weapons surely mystery could tiger born antel
166,ope unworthy king anga didst thou say verily hold worthy rule whole world ” generous wrath duryodhana took karna chariot drove away sun set crowd dispersed tumult groups loud talk light lamps glorifying arjuna others karna others duryodhana according predi
167,lection indra foresaw supreme contest inevitable son arjuna karna put garb brahmana came karna reputed charity begged earrings armour sun god already warned karna dream indra would try todeceive manner still karna could bring refuse gift asked hence cut ea
168,rrings armour born gave brahmana indra king gods filled surprise joy accepting gift praised karna havin g done one else would shamed generosity bade karna ask boon wanted karna replied “ desire get weapon sakti power kill enemies ” indra granted boon fatef
169,ul proviso said “ use weapon one enemy kill whosoever may killing done weapon longer available return ” w ith words indra disappeared karna went parasurama became disciple representing brahmana learnt parasurama mantra using master weapon known brahmastra 
170,one day parasurama reclining head karna ’ lap stinging worm burrowed karna thigh blood began flow pain terrible karna bore without tremor lest disturb master ’ sleep parasurama awoke saw blood poured wound said “ dear pupil brahmana kshatriya alone remain 
